,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
405,Danny Welbeck,FWD,Brighton,0.0,0,0,4,0,21.1,103,351,0,0,2.5,2.8,2023-05-14T15:30:00Z,30,1,0,0,0,0,36,0,251171,3,0,1.0,1,44255,61655,17400,65,False,0,Arsenal,2022-23,0.01,0.05,0.04,0.36,0.0
406,Danny Welbeck,FWD,Brighton,0.0,0,0,1,0,0.3,103,248,2,0,1.3,5.2,2023-05-18T18:30:00Z,55,15,0,0,0,0,36,0,251171,1,4,7.0,1,44255,61655,17400,65,False,0,Newcastle,2022-23,0.0,0.03,0.03,1.85,1.0
407,Jorge Luiz Frello Filho,MID,Arsenal,0.0,0,0,7,0,1.4,130,351,1,0,0.8,6.4,2023-05-14T15:30:00Z,59,5,0,0,0,0,36,0,217282,3,0,0.0,1,433,1072,639,57,True,0,Brighton,2022-23,0.01,0.01,0.0,0.96,1.0
408,Timo Werner,FWD,Chelsea,0.0,0,0,0,0,0.0,137,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,16,0,0,0,0,36,0,18260,2,2,0.0,0,-10,0,10,79,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
410,Wayne Hennessey,GK,Nott'm Forest,0.0,0,0,0,0,0.0,518,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,6,0,0,0,0,36,0,156009,2,2,0.0,0,-674,312,986,39,False,0,Chelsea,2022-23,0.0,0.0,0.0,0.0,0.0
415,Ellery Balcombe,GK,Brentford,0.0,0,0,0,0,0.0,100,353,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,19,0,0,0,0,36,0,5613,0,2,0.0,0,-14,0,14,40,True,0,West Ham,2022-23,0.0,0.0,0.0,0.0,0.0
416,Jean-Philippe Gbamin,MID,Everton,0.0,0,0,0,0,0.0,187,356,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,13,0,0,0,0,36,0,1988,3,0,0.0,0,-2,0,2,45,True,0,Man City,2022-23,0.0,0.0,0.0,0.0,0.0
417,Oleksandr Zinchenko,DEF,Arsenal,0.0,0,0,0,0,0.0,313,351,0,0,0.0,0.0,2023-05-14T15:30:00Z,0,5,0,0,0,0,36,0,1188750,3,0,0.0,0,-57314,8144,65458,51,True,0,Brighton,2022-23,0.0,0.0,0.0,0.0,0.0
420,Daniel Castelo Podence,MID,Wolves,0.0,0,0,4,0,3.8,483,359,1,0,1.0,1.8,2023-05-13T14:00:00Z,29,14,0,0,0,0,36,0,74691,0,2,4.0,1,-1019,108,1127,52,False,0,Man Utd,2022-23,0.15,0.15,0.0,1.03,0.0
421,Michael Olise,MID,Crystal Palace,0.0,1,0,24,1,67.5,171,355,0,0,14.0,31.4,2023-05-13T14:00:00Z,90,3,0,0,0,0,36,0,203808,0,2,41.0,6,-11786,16131,27917,53,True,0,Bournemouth,2022-23,0.31,0.44,0.13,0.33,1.0
424,Jamie Shackleton,MID,Leeds,0.0,0,0,0,0,0.0,234,357,0,0,0.0,0.0,2023-05-13T11:30:00Z,0,15,0,0,0,0,36,0,234,2,2,0.0,0,0,0,0,45,True,0,Newcastle,2022-23,0.0,0.0,0.0,0.0,0.0
425,Ollie Watkins,FWD,Aston Villa,0.0,1,0,10,0,11.2,40,352,1,0,2.8,1.4,2023-05-13T14:00:00Z,90,18,0,0,0,0,36,0,1573673,1,2,15.0,4,-653892,19011,672903,74,True,1,Spurs,2022-23,0.25,0.72,0.47,1.23,1.0
429,Zack Steffen,GK,Man City,0.0,0,0,0,0,0.0,310,356,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,8,0,0,0,0,36,0,1243,3,0,0.0,0,-2,0,2,40,False,0,Everton,2022-23,0.0,0.0,0.0,0.0,0.0
431,Ben Johnson,DEF,West Ham,0.0,0,0,12,0,5.6,471,353,2,0,3.5,12.8,2023-05-14T13:00:00Z,90,4,0,0,0,0,36,0,7473,0,2,17.0,1,-8,70,78,44,False,0,Brentford,2022-23,0.01,0.04,0.03,3.62,1.0
434,Jesse Lingard,MID,Nott'm Forest,0.0,0,0,0,0,0.0,527,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,6,0,0,0,0,36,0,131546,2,2,0.0,0,-179,122,301,54,False,0,Chelsea,2022-23,0.0,0.0,0.0,0.0,0.0
439,Jamie Vardy,FWD,Leicester,0.0,0,0,2,0,0.7,255,358,3,0,6.3,10.0,2023-05-15T19:00:00Z,90,12,0,0,0,0,36,0,225725,3,0,52.0,2,-3226,1319,4545,91,True,0,Liverpool,2022-23,0.02,0.36,0.34,2.04,1.0
443,James Tomkins,DEF,Crystal Palace,0.0,0,0,0,0,0.0,153,355,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,3,0,0,0,0,36,0,98742,0,2,0.0,0,-2961,71,3032,39,True,0,Bournemouth,2022-23,0.0,0.0,0.0,0.0,0.0
447,Jacob Ramsey,MID,Aston Villa,0.0,0,1,23,0,12.3,47,352,1,1,7.9,42.0,2023-05-13T14:00:00Z,90,18,0,0,0,0,36,0,133704,1,2,25.0,8,-13427,3861,17288,51,True,0,Spurs,2022-23,0.09,0.24,0.15,1.36,1.0
451,Allan Saint-Maximin,MID,Newcastle,0.0,0,0,2,0,0.5,368,357,1,0,3.0,6.4,2023-05-13T11:30:00Z,17,11,0,0,0,0,36,0,350529,2,2,23.0,1,6054,7726,1672,61,False,0,Leeds,2022-23,0.01,0.04,0.03,0.18,0.0
452,Allan Saint-Maximin,MID,Newcastle,0.0,0,0,4,0,0.3,368,248,0,0,0.6,1.2,2023-05-18T18:30:00Z,1,5,0,0,0,0,36,0,350529,1,4,4.0,1,6054,7726,1672,61,True,0,Brighton,2022-23,0.02,0.02,0.0,0.09,0.0
462,Pedro Lomba Neto,MID,Wolves,0.0,0,0,2,0,20.6,486,359,1,0,2.4,1.2,2023-05-13T14:00:00Z,45,14,0,0,0,0,36,0,184359,0,2,2.0,1,-241,236,477,49,False,0,Man Utd,2022-23,0.03,0.03,0.0,1.45,1.0
465,Emile Smith Rowe,MID,Arsenal,0.0,0,0,2,0,0.6,12,351,2,0,0.1,0.4,2023-05-14T15:30:00Z,13,5,0,0,0,0,36,0,41192,3,0,0.0,1,-41,80,121,56,True,0,Brighton,2022-23,0.04,0.04,0.0,0.7,0.0
470,Halil Dervişoğlu,FWD,Brentford,0.0,0,0,0,0,0.0,541,353,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,19,0,0,0,0,36,0,57121,0,2,0.0,0,-113,0,113,45,True,0,West Ham,2022-23,0.0,0.0,0.0,0.0,0.0
473,Joel Ward,DEF,Crystal Palace,0.0,0,1,32,1,38.5,156,355,0,0,6.6,18.4,2023-05-13T14:00:00Z,90,3,0,0,0,0,36,0,31598,0,2,9.0,7,743,1552,809,44,True,0,Bournemouth,2022-23,0.31,0.35,0.04,0.33,1.0
475,Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0.0,196,356,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,13,0,0,0,0,36,0,1180,3,0,0.0,0,-3,0,3,40,True,0,Man City,2022-23,0.0,0.0,0.0,0.0,0.0
478,Harvey Elliott,MID,Liverpool,0.0,0,0,3,0,0.0,294,358,0,0,0.5,0.0,2023-05-15T19:00:00Z,2,10,0,0,0,0,36,0,62015,3,0,5.0,1,-685,234,919,48,False,0,Leicester,2022-23,0.0,0.04,0.04,0.09,0.0
479,Robin Koch,DEF,Leeds,0.0,0,0,9,0,11.4,230,357,2,0,3.5,17.8,2023-05-13T11:30:00Z,90,15,0,0,0,0,36,0,18433,2,2,6.0,1,-235,496,731,45,True,0,Newcastle,2022-23,0.05,0.05,0.0,2.42,1.0
480,Hamza Choudhury,MID,Leicester,0.0,0,0,0,0,0.0,263,358,0,0,0.0,0.0,2023-05-15T19:00:00Z,0,12,0,0,0,0,36,0,4274,3,0,0.0,0,-8,0,8,45,True,0,Liverpool,2022-23,0.0,0.0,0.0,0.0,0.0
481,Kelechi Iheanacho,FWD,Leicester,0.0,0,0,0,0,0.0,262,358,0,0,0.0,0.0,2023-05-15T19:00:00Z,0,12,0,0,0,0,36,0,86606,3,0,0.0,0,-7510,76,7586,58,True,0,Liverpool,2022-23,0.0,0.0,0.0,0.0,0.0
483,Yan Valery,DEF,Southampton,0.0,0,0,0,0,0.0,414,360,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,9,0,0,0,0,36,0,30883,2,0,0.0,0,-76,0,76,40,True,0,Fulham,2022-23,0.0,0.0,0.0,0.0,0.0
485,Chem Campbell,MID,Wolves,0.0,0,0,0,0,0.0,568,359,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,14,0,0,0,0,36,0,32249,0,2,0.0,0,-88,0,88,44,False,0,Man Utd,2022-23,0.0,0.0,0.0,0.0,0.0
487,Michael Keane,DEF,Everton,0.0,0,0,0,0,0.0,180,356,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,13,0,0,0,0,36,0,54362,3,0,0.0,0,-2069,390,2459,42,True,0,Man City,2022-23,0.0,0.0,0.0,0.0,0.0
492,Kepa Arrizabalaga,GK,Chelsea,0.0,0,0,0,0,0.0,133,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,16,0,0,0,0,36,0,811060,2,2,0.0,0,-861,20117,20978,46,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
500,Ayoze Pérez,MID,Leicester,0.0,0,0,0,0,0.0,260,358,0,0,0.0,0.0,2023-05-15T19:00:00Z,0,12,0,0,0,0,36,0,7751,3,0,0.0,0,-16,0,16,47,True,0,Liverpool,2022-23,0.0,0.0,0.0,0.0,0.0
502,Kasper Schmeichel,GK,Leicester,0.0,0,0,0,0,0.0,248,358,0,0,0.0,0.0,2023-05-15T19:00:00Z,0,12,0,0,0,0,36,0,12788,3,0,0.0,0,-7,0,7,50,True,0,Liverpool,2022-23,0.0,0.0,0.0,0.0,0.0
505,Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,108,351,0,0,0.0,0.0,2023-05-14T15:30:00Z,0,1,0,0,0,0,36,0,70766,3,0,0.0,0,-1748,5730,7478,45,False,0,Arsenal,2022-23,0.0,0.0,0.0,0.0,0.0
506,Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,108,248,0,0,0.0,0.0,2023-05-18T18:30:00Z,0,15,0,0,0,0,36,0,70766,1,4,0.0,0,-1748,5730,7478,45,False,0,Newcastle,2022-23,0.0,0.0,0.0,0.0,0.0
507,James Tarkowski,DEF,Everton,0.0,0,0,16,0,11.0,199,356,3,0,6.1,21.8,2023-05-14T13:00:00Z,90,13,0,0,0,0,36,0,405139,3,0,28.0,1,-9320,12345,21665,41,True,0,Man City,2022-23,0.02,0.36,0.34,0.76,1.0
509,Dominic Calvert-Lewin,FWD,Everton,0.0,0,0,3,0,0.1,191,356,2,0,0.3,2.4,2023-05-14T13:00:00Z,45,13,0,0,0,0,36,0,34055,3,0,0.0,1,1123,1752,629,79,True,0,Man City,2022-23,0.0,0.0,0.0,0.49,1.0
511,Marc Albrighton,MID,Leicester,0.0,0,0,0,0,0.0,251,358,0,0,0.0,0.0,2023-05-15T19:00:00Z,0,12,0,0,0,0,36,0,5711,3,0,0.0,0,-24,0,24,47,True,0,Liverpool,2022-23,0.0,0.0,0.0,0.0,0.0
514,Matt Doherty,DEF,Spurs,0.0,0,0,0,0,0.0,429,352,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,2,0,0,0,0,36,0,29169,1,2,0.0,0,-143,0,143,46,False,0,Aston Villa,2022-23,0.0,0.0,0.0,0.0,0.0
515,Adam Lallana,MID,Brighton,0.0,0,0,0,0,0.0,101,351,0,0,0.0,0.0,2023-05-14T15:30:00Z,0,1,0,0,0,0,36,0,10412,3,0,0.0,0,-28,14,42,48,False,0,Arsenal,2022-23,0.0,0.0,0.0,0.0,0.0
516,Adam Lallana,MID,Brighton,0.0,0,0,0,0,0.0,101,248,0,0,0.0,0.0,2023-05-18T18:30:00Z,0,15,0,0,0,0,36,0,10412,1,4,0.0,0,-28,14,42,48,False,0,Newcastle,2022-23,0.0,0.0,0.0,0.0,0.0
519,Neal Maupay,FWD,Everton,0.0,0,0,2,0,3.2,110,356,1,0,1.0,0.0,2023-05-14T13:00:00Z,45,13,0,0,0,0,36,0,53175,3,0,8.0,1,-724,225,949,56,True,0,Man City,2022-23,0.01,0.37,0.36,0.27,0.0
522,Japhet Tanganga,DEF,Spurs,0.0,0,0,0,0,0.0,439,352,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,2,0,0,0,0,36,0,289547,1,2,0.0,0,6643,9684,3041,38,False,0,Aston Villa,2022-23,0.0,0.0,0.0,0.0,0.0
523,Charlie Goode,DEF,Brentford,0.0,0,0,0,0,0.0,96,353,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,19,0,0,0,0,36,0,46281,0,2,0.0,0,-263,0,263,39,True,0,West Ham,2022-23,0.0,0.0,0.0,0.0,0.0
526,Neco Williams,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,295,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,6,0,0,0,0,36,0,1464722,2,2,0.0,0,-47692,1942,49634,38,False,0,Chelsea,2022-23,0.0,0.0,0.0,0.0,0.0
528,Conor Coventry,MID,West Ham,0.0,0,0,0,0,0.0,556,353,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,4,0,0,0,0,36,0,10042,0,2,0.0,0,-28,0,28,44,False,0,Brentford,2022-23,0.0,0.0,0.0,0.0,0.0
530,Alphonse Areola,GK,West Ham,0.0,0,0,0,0,0.0,473,353,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,4,0,0,0,0,36,0,102491,0,2,0.0,0,-282,248,530,43,False,0,Brentford,2022-23,0.0,0.0,0.0,0.0,0.0
531,Patson Daka,FWD,Leicester,0.0,0,0,3,0,4.1,271,358,1,0,0.8,2.2,2023-05-15T19:00:00Z,29,12,0,0,0,0,36,0,89107,3,0,2.0,1,-1110,476,1586,56,True,0,Liverpool,2022-23,0.01,0.01,0.0,0.87,0.0
532,Thiago Emiliano da Silva,DEF,Chelsea,0.0,0,0,11,0,14.1,128,354,2,0,3.6,21.8,2023-05-13T14:00:00Z,90,16,0,0,0,0,36,0,640024,2,2,0.0,0,14829,19356,4527,54,True,1,Nott'm Forest,2022-23,0.16,0.16,0.0,1.63,1.0
534,Abdoulaye Doucouré,MID,Everton,0.0,0,0,8,0,2.7,185,356,3,0,1.5,5.8,2023-05-14T13:00:00Z,90,13,0,0,0,0,36,0,11098,3,0,6.0,2,1430,1658,228,53,True,0,Man City,2022-23,0.01,0.01,0.0,0.76,1.0
535,Jamal Lewis,DEF,Newcastle,0.0,0,0,0,0,0.0,372,357,0,0,0.0,0.0,2023-05-13T11:30:00Z,0,11,0,0,0,0,36,0,5670,2,2,0.0,0,60,135,75,44,False,0,Leeds,2022-23,0.0,0.0,0.0,0.0,0.0
536,Jamal Lewis,DEF,Newcastle,0.0,0,0,0,0,0.0,372,248,0,0,0.0,0.0,2023-05-18T18:30:00Z,0,5,0,0,0,0,36,0,5670,1,4,0.0,0,60,135,75,44,True,0,Brighton,2022-23,0.0,0.0,0.0,0.0,0.0
539,Illan Meslier,GK,Leeds,0.0,0,0,0,0,0.0,238,357,0,0,0.0,0.0,2023-05-13T11:30:00Z,0,15,0,0,0,0,36,0,204240,2,2,0.0,0,-2384,1609,3993,45,True,0,Newcastle,2022-23,0.0,0.0,0.0,0.0,0.0
540,Sergio Reguilón,DEF,Spurs,0.0,0,0,0,0,0.0,438,352,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,2,0,0,0,0,36,0,34406,1,2,0.0,0,-53,0,53,42,False,0,Aston Villa,2022-23,0.0,0.0,0.0,0.0,0.0
549,Lukasz Fabianski,GK,West Ham,0.0,0,0,22,0,0.0,455,353,2,0,5.0,50.0,2023-05-14T13:00:00Z,90,4,0,0,0,0,36,7,136122,0,2,0.0,3,-739,1965,2704,49,False,0,Brentford,2022-23,0.0,0.0,0.0,3.62,1.0
550,Curtis Jones,MID,Liverpool,0.0,0,3,57,1,30.5,291,358,0,2,16.8,78.8,2023-05-15T19:00:00Z,83,10,0,0,0,0,36,0,6348,3,0,59.0,16,410,1198,788,49,False,0,Leicester,2022-23,0.19,0.69,0.5,0.45,1.0
551,Reece James,DEF,Chelsea,0.0,0,0,0,0,0.0,146,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,16,0,0,0,0,36,0,1239724,2,2,0.0,0,-14844,114,14958,58,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
554,Luke Shaw,DEF,Man Utd,0.0,0,3,37,1,23.7,332,359,0,0,5.3,25.2,2023-05-13T14:00:00Z,90,20,0,0,0,0,36,0,1972187,0,2,4.0,8,67266,98837,31571,52,True,1,Wolves,2022-23,0.23,0.27,0.04,0.39,1.0
557,Timothy Castagne,DEF,Leicester,0.0,0,0,9,0,0.5,258,358,3,0,1.7,16.4,2023-05-15T19:00:00Z,90,12,0,0,0,0,36,0,638310,3,0,0.0,1,-33457,3465,36922,43,True,0,Liverpool,2022-23,0.0,0.0,0.0,2.04,1.0
572,Kieran Tierney,DEF,Arsenal,0.0,0,0,8,0,0.8,8,351,3,0,1.4,10.8,2023-05-14T15:30:00Z,90,5,0,0,0,0,36,0,83636,3,0,2.0,1,2641,3151,510,46,True,0,Brighton,2022-23,0.0,0.0,0.0,1.78,1.0
574,Patrick Bamford,FWD,Leeds,0.0,1,0,-1,0,13.3,227,357,2,0,4.9,0.0,2023-05-13T11:30:00Z,90,15,0,1,0,0,36,0,50525,2,2,37.0,2,131,2195,2064,71,True,1,Newcastle,2022-23,0.19,1.17,0.98,2.29,1.0
575,Ben Davies,DEF,Spurs,0.0,0,0,6,0,1.5,432,352,2,0,0.8,4.2,2023-05-13T14:00:00Z,89,2,0,0,0,0,36,0,117979,1,2,2.0,1,921,2328,1407,47,False,0,Aston Villa,2022-23,0.0,0.0,0.0,1.18,1.0
576,Conor Coady,DEF,Everton,0.0,0,0,3,0,0.1,475,356,0,0,0.3,3.2,2023-05-14T13:00:00Z,34,13,0,0,0,0,36,0,351099,3,0,0.0,1,-4517,397,4914,47,True,0,Man City,2022-23,0.0,0.0,0.0,0.14,0.0
577,Nicolas Pépé,MID,Arsenal,0.0,0,0,0,0,0.0,9,351,0,0,0.0,0.0,2023-05-14T15:30:00Z,0,5,0,0,0,0,36,0,11426,3,0,0.0,0,-8,0,8,53,True,0,Brighton,2022-23,0.0,0.0,0.0,0.0,0.0
578,Tyrone Mings,DEF,Aston Villa,0.0,0,0,16,0,2.4,39,352,1,0,2.4,19.2,2023-05-13T14:00:00Z,90,18,0,0,0,0,36,0,1514608,1,2,2.0,2,-55668,32849,88517,48,True,0,Spurs,2022-23,0.01,0.01,0.0,1.36,1.0
581,José Malheiro de Sá,GK,Wolves,0.0,0,0,0,0,0.0,478,359,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,14,0,0,0,0,36,0,609534,0,2,0.0,0,-8075,6803,14878,50,False,0,Man Utd,2022-23,0.0,0.0,0.0,0.0,0.0
585,Aaron Wan-Bissaka,DEF,Man Utd,0.0,0,0,24,1,12.9,341,359,0,0,3.1,14.2,2023-05-13T14:00:00Z,90,20,0,0,0,0,36,0,150353,0,2,4.0,6,1706,8933,7227,43,True,0,Wolves,2022-23,0.03,0.03,0.0,0.39,1.0
592,Jordan Pickford,GK,Everton,0.0,0,0,9,0,0.0,182,356,3,0,0.7,7.0,2023-05-14T13:00:00Z,90,13,0,0,0,0,36,1,643057,3,0,0.0,1,-2743,7517,10260,44,True,0,Man City,2022-23,0.0,0.0,0.0,0.76,1.0
595,Taylor Richards,MID,Brighton,0.0,0,0,0,0,0.0,121,351,0,0,0.0,0.0,2023-05-14T15:30:00Z,0,1,0,0,0,0,36,0,315,3,0,0.0,0,-1,0,1,45,False,0,Arsenal,2022-23,0.0,0.0,0.0,0.0,0.0
596,Taylor Richards,MID,Brighton,0.0,0,0,0,0,0.0,121,248,0,0,0.0,0.0,2023-05-18T18:30:00Z,0,15,0,0,0,0,36,0,315,1,4,0.0,0,-1,0,1,45,False,0,Newcastle,2022-23,0.0,0.0,0.0,0.0,0.0
614,Tariq Lamptey,DEF,Brighton,0.0,0,0,0,0,0.0,114,351,0,0,0.0,0.0,2023-05-14T15:30:00Z,0,1,0,0,0,0,36,0,101306,3,0,0.0,0,-1050,18,1068,42,False,0,Arsenal,2022-23,0.0,0.0,0.0,0.0,0.0
615,Tariq Lamptey,DEF,Brighton,0.0,0,0,0,0,0.0,114,248,0,0,0.0,0.0,2023-05-18T18:30:00Z,0,15,0,0,0,0,36,0,101306,1,4,0.0,0,-1050,18,1068,42,False,0,Newcastle,2022-23,0.0,0.0,0.0,0.0,0.0
621,Tom Heaton,GK,Man Utd,0.0,0,0,0,0,0.0,348,359,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,20,0,0,0,0,36,0,37686,0,2,0.0,0,-355,132,487,38,True,0,Wolves,2022-23,0.0,0.0,0.0,0.0,0.0
625,Douglas Luiz Soares de Paulo,MID,Aston Villa,0.0,0,3,34,0,28.9,46,352,1,1,7.6,40.4,2023-05-13T14:00:00Z,90,18,0,0,0,0,36,0,79169,1,2,7.0,10,-4750,3252,8002,48,True,0,Spurs,2022-23,0.16,0.24,0.08,1.36,1.0
627,Jordan Ayew,MID,Crystal Palace,0.0,1,0,26,1,16.0,159,355,0,0,5.2,26.2,2023-05-13T14:00:00Z,90,3,0,0,0,0,36,0,46624,0,2,10.0,6,-584,3556,4140,52,True,0,Bournemouth,2022-23,0.26,0.4,0.14,0.33,1.0
628,Federico Fernández,DEF,Newcastle,0.0,0,0,0,0,0.0,351,357,0,0,0.0,0.0,2023-05-13T11:30:00Z,0,11,0,0,0,0,36,0,2140,2,2,0.0,0,-5,0,5,44,False,0,Leeds,2022-23,0.0,0.0,0.0,0.0,0.0
629,Federico Fernández,DEF,Newcastle,0.0,0,0,0,0,0.0,351,248,0,0,0.0,0.0,2023-05-18T18:30:00Z,0,5,0,0,0,0,36,0,2140,1,4,0.0,0,-5,0,5,44,True,0,Brighton,2022-23,0.0,0.0,0.0,0.0,0.0
631,Aaron Cresswell,DEF,West Ham,0.0,0,0,0,0,0.0,457,353,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,4,0,0,0,0,36,0,178817,0,2,0.0,0,-73,4577,4650,47,False,0,Brentford,2022-23,0.0,0.0,0.0,0.0,0.0
635,Marcos Alonso,DEF,Chelsea,0.0,0,0,0,0,0.0,129,354,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,16,0,0,0,0,36,0,74546,2,2,0.0,0,-68,0,68,53,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
637,Nélson Cabral Semedo,DEF,Wolves,0.0,0,0,17,0,2.8,482,359,2,0,1.7,14.0,2023-05-13T14:00:00Z,90,14,0,0,0,0,36,0,74592,0,2,0.0,1,-993,2217,3210,50,False,0,Man Utd,2022-23,0.01,0.01,0.0,2.68,1.0
638,Harry Kane,FWD,Spurs,0.0,0,2,24,0,8.1,427,352,2,1,8.1,35.2,2023-05-13T14:00:00Z,90,2,0,0,0,0,36,0,3324419,1,2,38.0,7,-45684,42300,87984,114,False,1,Aston Villa,2022-23,0.0,1.09,1.09,1.18,1.0
643,Gabriel Fernando de Jesus,FWD,Arsenal,0.0,0,0,5,0,21.3,28,351,1,0,5.7,10.6,2023-05-14T15:30:00Z,76,5,0,0,0,0,36,0,3163606,3,0,25.0,2,-25961,28222,54183,81,True,0,Brighton,2022-23,0.05,0.11,0.06,1.08,1.0
644,Kortney Hause,DEF,Aston Villa,0.0,0,0,0,0,0.0,38,352,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,18,0,0,0,0,36,0,1017,1,2,0.0,0,-1,0,1,44,True,0,Spurs,2022-23,0.0,0.0,0.0,0.0,0.0
645,Ben Godfrey,DEF,Everton,0.0,0,0,0,0,0.0,193,356,0,0,0.0,0.0,2023-05-14T13:00:00Z,0,13,0,0,0,0,36,0,6383,3,0,0.0,0,-289,10,299,43,True,0,Man City,2022-23,0.0,0.0,0.0,0.0,0.0
650,Tino Livramento,DEF,Southampton,0.0,0,0,0,0,0.0,419,360,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,9,0,0,0,0,36,0,1330,2,0,0.0,0,1,22,21,44,True,0,Fulham,2022-23,0.0,0.0,0.0,0.0,0.0
656,Anwar El Ghazi,MID,Aston Villa,0.0,0,0,0,0,0.0,51,352,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,18,0,0,0,0,36,0,3295,1,2,0.0,0,-5,0,5,48,True,0,Spurs,2022-23,0.0,0.0,0.0,0.0,0.0
659,Stuart Dallas,DEF,Leeds,0.0,0,0,0,0,0.0,226,357,0,0,0.0,0.0,2023-05-13T11:30:00Z,0,15,0,0,0,0,36,0,1469,2,2,0.0,0,-27,70,97,49,True,0,Newcastle,2022-23,0.0,0.0,0.0,0.0,0.0
669,Dan Burn,DEF,Newcastle,0.0,0,0,15,0,11.8,358,357,2,0,3.3,20.0,2023-05-13T11:30:00Z,90,11,0,0,0,0,36,0,474426,2,2,1.0,1,-2627,14877,17504,45,False,0,Leeds,2022-23,0.02,0.06,0.04,2.06,1.0
670,Dan Burn,DEF,Newcastle,0.0,0,0,25,0,5.6,358,248,1,1,10.0,44.2,2023-05-18T18:30:00Z,90,5,0,0,0,0,36,0,474426,1,4,50.0,8,-2627,14877,17504,45,True,0,Brighton,2022-23,0.02,0.63,0.61,0.49,1.0
677,Diego Llorente,DEF,Leeds,0.0,0,0,0,0,0.0,228,357,0,0,0.0,0.0,2023-05-13T11:30:00Z,0,15,0,0,0,0,36,0,22694,2,2,0.0,0,-72,0,72,44,True,0,Newcastle,2022-23,0.0,0.0,0.0,0.0,0.0
690,Yves Bissouma,MID,Spurs,0.0,0,0,8,0,3.3,444,352,1,0,0.7,2.0,2023-05-13T14:00:00Z,29,2,0,0,0,0,36,0,25613,1,2,2.0,1,-5,38,43,47,False,0,Aston Villa,2022-23,0.01,0.01,0.0,0.08,0.0
691,Caoimhin Kelleher,GK,Liverpool,0.0,0,0,0,0,0.0,289,358,0,0,0.0,0.0,2023-05-15T19:00:00Z,0,10,0,0,0,0,36,0,18321,3,0,0.0,0,-65,80,145,40,False,0,Leicester,2022-23,0.0,0.0,0.0,0.0,0.0
699,Joël Veltman,DEF,Brighton,0.0,0,0,0,0,0.0,109,351,0,0,0.0,0.0,2023-05-14T15:30:00Z,0,1,0,0,0,0,36,0,294669,3,0,0.0,0,-32692,304,32996,46,False,0,Arsenal,2022-23,0.0,0.0,0.0,0.0,0.0
700,Joël Veltman,DEF,Brighton,0.0,0,0,0,0,0.0,109,248,0,0,0.0,0.0,2023-05-18T18:30:00Z,0,15,0,0,0,0,36,0,294669,1,4,0.0,0,-32692,304,32996,46,False,0,Newcastle,2022-23,0.0,0.0,0.0,0.0,0.0
706,Morgan Sanson,MID,Aston Villa,0.0,0,0,0,0,0.0,36,352,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,18,0,0,0,0,36,0,21777,1,2,0.0,0,-54,0,54,43,True,0,Spurs,2022-23,0.0,0.0,0.0,0.0,0.0
