,name,position,team,opponent_team,round,total_points,season,xP,assists_avg_last3,bonus_avg_last3,bps_avg_last3,clean_sheets_avg_last3,creativity_avg_last3,expected_assists_avg_last3,expected_goal_involvements_avg_last3,expected_goals_avg_last3,expected_goals_conceded_avg_last3,goals_conceded_avg_last3,goals_scored_avg_last3,influence_avg_last3,minutes_avg_last3,own_goals_avg_last3,penalties_missed_avg_last3,penalties_saved_avg_last3,red_cards_avg_last3,saves_avg_last3,selected_avg_last3,starts_avg_last3,threat_avg_last3,total_points_avg_last3,transfers_balance_avg_last3,transfers_in_avg_last3,transfers_out_avg_last3,value_avg_last3,yellow_cards_avg_last3,assists_prev_week,bonus_prev_week,bps_prev_week,clean_sheets_prev_week,creativity_prev_week,expected_assists_prev_week,expected_goal_involvements_prev_week,expected_goals_prev_week,expected_goals_conceded_prev_week,goals_conceded_prev_week,goals_scored_prev_week,influence_prev_week,minutes_prev_week,own_goals_prev_week,penalties_missed_prev_week,penalties_saved_prev_week,red_cards_prev_week,saves_prev_week,selected_prev_week,starts_prev_week,threat_prev_week,total_points_prev_week,transfers_balance_prev_week,transfers_in_prev_week,transfers_out_prev_week,value_prev_week,yellow_cards_prev_week
1463,Wilfried Zaha,MID,Crystal Palace,3,18,3,2022-23,2.5,0.3333333333333333,0.6666666666666666,6.666666666666667,0.0,13.533333333333333,0.08216,0.36639333333333335,0.28423333333333334,1.2304333333333333,1.6666666666666667,0.3333333333333333,18.799999999999997,90.0,0.0,0.3333333333333333,0.0,0.0,0.0,2021027.3333333333,0.6666666666666666,29.333333333333332,4.666666666666667,-261687.0,161511.33333333334,423198.3333333333,75.0,0.0,0,0,1,0,2.2,0.01,0.01,0.0,2.6058,3,0,1.4,90,0,0,0,0,0,1700149,1.0,0.0,2,-561912,230776,792688,75,0
1464,Granit Xhaka,MID,Arsenal,5,18,2,2022-23,4.0,0.3333333333333333,0.0,13.666666666666666,0.3333333333333333,12.233333333333329,0.02639,0.050223333333333335,0.02383333333333333,0.35646666666666665,0.3333333333333333,0.0,17.400000000000002,65.0,0.0,0.0,0.0,0.0,0.0,415474.0,0.6666666666666666,15.0,3.0,-16556.0,46708.666666666664,63264.666666666664,51.0,0.0,1,0,22,0,31.9,0.07691,0.14841,0.0715,1.0694,1,0,31.8,90,0,0,0,0,0,396383,1.0,23.0,5,-28511,88192,116703,51,0
1465,Harvey Barnes,MID,Leicester,12,18,2,2022-23,1.0,0.0,0.0,17.0,0.6666666666666666,9.933333333333334,0.018183333333333333,0.16388333333333333,0.1457,1.0981333333333334,1.0,0.6666666666666666,27.33333333333334,83.33333333333333,0.0,0.0,0.0,0.0,0.0,188204.33333333334,0.6666666666666666,30.333333333333332,6.0,5930.666666666667,36944.666666666664,31014.0,69.0,0.0,0,0,4,0,1.9,0.02874,0.02874,0.0,1.894,3,0,0.8,70,0,0,0,0,0,197204,1.0,16.0,2,1611,68905,67294,69,0
1466,Michail Antonio,FWD,West Ham,4,18,1,2022-23,1.5,0.0,0.0,2.0,0.0,0.6666666666666666,0.008013333333333332,0.054079999999999996,0.046066666666666665,0.7012,1.3333333333333333,0.0,1.0,43.666666666666664,0.0,0.0,0.0,0.0,0.0,174623.0,0.3333333333333333,9.0,1.0,-1995.6666666666667,13571.666666666666,15567.333333333334,70.0,0.0,0,0,7,0,0.5,0.02404,0.16224,0.1382,2.1036,3,0,2.8,86,0,0,0,0,0,159929,1.0,23.0,2,-21665,3165,24830,70,0
1467,Mason Mount,MID,Chelsea,16,18,2,2022-23,7.0,0.0,0.6666666666666666,15.666666666666666,0.3333333333333333,17.5,0.03257,0.06727,0.0347,0.5190333333333333,0.6666666666666666,0.3333333333333333,22.733333333333338,79.66666666666667,0.0,0.0,0.0,0.0,0.0,803581.6666666666,0.6666666666666666,9.333333333333334,4.666666666666667,-115366.0,114374.0,229740.0,75.33333333333333,0.0,0,2,33,1,36.8,0.09206,0.19616,0.1041,0.5281,0,1,57.6,90,0,0,0,0,0,763368,1.0,16.0,10,8971,289919,280948,75,0
1468,Kai Havertz,FWD,Chelsea,16,18,2,2022-23,8.0,0.3333333333333333,1.0,15.666666666666666,0.3333333333333333,12.133333333333333,0.02353,0.31123,0.2877,0.17603333333333335,0.3333333333333333,0.3333333333333333,21.666666666666668,56.666666666666664,0.0,0.0,0.0,0.0,0.0,299810.6666666667,0.3333333333333333,25.333333333333332,5.0,46707.333333333336,83792.0,37084.666666666664,77.0,0.0,1,3,36,1,22.9,0.0646,0.8873,0.8227,0.5281,0,1,56.2,90,0,0,0,0,0,377560,1.0,49.0,12,112725,187821,75096,77,0
1469,Jorge Luiz Frello Filho,MID,Chelsea,16,18,2,2022-23,3.5,0.0,0.0,13.0,0.3333333333333333,10.233333333333333,0.026403333333333334,0.026403333333333334,0.0,0.5190333333333333,0.6666666666666666,0.0,9.933333333333334,90.0,0.0,0.0,0.0,0.0,0.0,246598.66666666666,0.6666666666666666,2.6666666666666665,2.0,-10762.333333333334,7473.333333333333,18235.666666666668,58.0,0.3333333333333333,0,0,17,1,27.0,0.07439,0.07439,0.0,0.5281,0,0,9.0,90,0,0,0,0,0,242314,1.0,8.0,3,-1567,16748,18315,58,0
1470,Michael Olise,MID,Crystal Palace,3,18,12,2022-23,7.0,0.0,1.0,17.0,0.0,23.200000000000003,0.040799999999999996,0.10173333333333333,0.06093333333333333,1.1383666666666665,1.6666666666666667,0.3333333333333333,19.666666666666668,87.66666666666667,0.0,0.0,0.0,0.0,0.0,26252.333333333332,0.6666666666666666,26.333333333333332,4.666666666666667,2351.3333333333335,7693.0,5341.666666666667,54.0,0.0,0,0,4,0,1.4,0.00841,0.19121,0.1828,2.3296,3,0,4.2,83,0,0,0,0,0,29046,1.0,24.0,2,-877,11544,12421,54,0
1471,Ollie Watkins,FWD,Aston Villa,18,18,5,2022-23,5.0,0.3333333333333333,0.0,12.333333333333334,0.0,8.299999999999999,0.005123333333333333,0.17625666666666664,0.17113333333333333,0.9178333333333333,1.3333333333333333,0.3333333333333333,20.46666666666667,55.666666666666664,0.0,0.0,0.0,0.0,0.0,229242.66666666666,0.3333333333333333,27.666666666666668,3.6666666666666665,9949.666666666666,46194.0,36244.333333333336,71.0,0.0,0,0,22,0,11.6,0.01537,0.52877,0.5134,2.7535,3,1,42.6,90,0,0,0,0,0,228695,1.0,75.0,6,-35601,40402,76003,71,0
1472,Leandro Trossard,MID,Brighton,1,18,1,2022-23,1.0,0.3333333333333333,0.0,10.0,0.0,16.099999999999998,0.11487666666666667,0.12351000000000001,0.008633333333333333,1.1330666666666667,1.6666666666666667,0.0,7.666666666666667,84.33333333333333,0.0,0.0,0.0,0.0,0.0,2890696.6666666665,0.6666666666666666,11.333333333333334,3.0,261545.33333333334,548079.0,286533.6666666667,70.66666666666667,0.0,0,0,4,0,24.4,0.19976,0.19976,0.0,1.914,1,0,3.8,82,0,0,0,0,0,2805960,1.0,12.0,2,-252135,518460,770595,71,0
1473,Jamie Vardy,FWD,Leicester,12,18,2,2022-23,0.5,0.0,0.0,2.6666666666666665,0.0,1.7333333333333332,0.047806666666666664,0.07240666666666666,0.0246,0.1875,0.0,0.0,3.7999999999999994,28.666666666666668,0.0,0.0,0.0,0.0,0.0,233422.0,0.0,8.333333333333334,1.0,2407.3333333333335,17510.333333333332,15103.0,91.0,0.0,0,0,2,0,4.3,0.12899,0.12899,0.0,0.3535,0,0,4.2,45,0,0,0,0,0,233640,0.0,4.0,1,1789,19268,17479,91,0
1474,Jacob Ramsey,MID,Aston Villa,18,18,0,2022-23,0.0,0.6666666666666666,1.0,16.333333333333332,0.0,4.433333333333334,0.00848,0.03341333333333333,0.024933333333333335,0.103,0.6666666666666666,0.3333333333333333,19.266666666666662,52.666666666666664,0.3333333333333333,0.0,0.0,0.0,0.0,95097.66666666667,0.3333333333333333,6.333333333333333,5.333333333333333,-6429.333333333333,9839.333333333334,16268.666666666666,52.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,85532,0.0,0.0,0,-22579,10539,33118,52,0
1475,Allan Saint-Maximin,MID,Newcastle,11,18,1,2022-23,1.0,0.3333333333333333,0.0,3.6666666666666665,0.0,3.6333333333333333,0.0022166666666666667,0.0022166666666666667,0.0,0.03473333333333333,0.3333333333333333,0.0,6.333333333333333,8.0,0.0,0.0,0.0,0.0,0.0,386133.6666666667,0.0,0.0,1.6666666666666667,6557.333333333333,26633.666666666668,20076.333333333332,62.0,0.0,0,0,2,0,0.4,0.00665,0.00665,0.0,0.1042,0,0,0.4,7,0,0,0,0,0,394730,0.0,0.0,1,8048,43907,35859,62,0
1476,Rico Henry,DEF,Brentford,19,18,6,2022-23,3.5,0.0,0.0,11.333333333333334,0.0,14.433333333333332,0.10703333333333333,0.10703333333333333,0.0,0.8921333333333333,1.6666666666666667,0.0,13.066666666666668,90.0,0.0,0.0,0.0,0.0,0.0,117015.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,-10920.666666666666,8716.0,19636.666666666668,45.0,0.0,0,0,10,0,22.7,0.15435,0.15435,0.0,1.0686,2,0,10.2,90,0,0,0,0,0,103350,1.0,0.0,1,-14153,18015,32168,45,0
1477,Yoane Wissa,MID,Brentford,19,18,1,2022-23,1.0,0.3333333333333333,0.6666666666666666,13.333333333333334,0.0,4.8,0.00349,0.00349,0.0,0.19256666666666666,0.6666666666666666,0.3333333333333333,14.466666666666663,38.0,0.0,0.0,0.0,0.0,0.0,20847.666666666668,0.0,10.333333333333334,4.666666666666667,-677.3333333333334,2335.6666666666665,3013.0,53.666666666666664,0.0,0,0,3,0,0.5,0.00126,0.00126,0.0,0.2552,0,0,0.0,8,0,0,0,0,0,20165,0.0,0.0,1,-1029,2954,3983,53,0
1478,James Tarkowski,DEF,Everton,13,18,1,2022-23,1.0,0.0,0.6666666666666666,15.666666666666666,0.0,7.866666666666667,0.17032333333333335,0.19565666666666667,0.025333333333333333,1.0730333333333333,2.3333333333333335,0.0,28.2,90.0,0.0,0.0,0.0,0.0,0.0,170500.33333333334,0.6666666666666666,16.666666666666668,1.6666666666666667,529.0,26494.0,25965.0,44.0,0.0,0,2,21,0,11.5,0.50526,0.53376,0.0285,0.7136,2,0,19.2,90,0,0,0,0,0,163610,1.0,22.0,3,-14640,49014,63654,44,0
1479,Eric Dier,DEF,Spurs,2,18,0,2022-23,1.0,0.0,0.0,17.333333333333332,0.0,12.800000000000002,0.009503333333333334,0.02587,0.016366666666666665,1.1200666666666665,2.3333333333333335,0.0,18.66666666666667,90.0,0.0,0.0,0.0,0.0,0.0,995276.6666666666,0.6666666666666666,12.333333333333334,1.0,-135020.0,39616.333333333336,174636.33333333334,52.333333333333336,0.0,0,0,16,0,15.3,0.02145,0.07055,0.0491,2.1526,2,0,16.6,90,0,0,0,0,0,821822,1.0,18.0,1,-241140,75117,316257,52,0
1480,Gabriel Martinelli Silva,MID,Arsenal,5,18,10,2022-23,9.5,0.3333333333333333,0.3333333333333333,16.333333333333332,0.6666666666666666,10.066666666666668,0.017766666666666667,0.06533333333333334,0.04756666666666667,0.5048,0.3333333333333333,0.3333333333333333,17.266666666666673,89.0,0.0,0.0,0.0,0.0,0.0,5305553.333333333,0.6666666666666666,19.666666666666668,5.666666666666667,-36369.666666666664,245215.33333333334,281585.0,68.0,0.0,0,1,26,0,13.5,0.03759,0.11449,0.0769,1.0216,1,1,37.2,87,0,0,0,0,0,5207703,1.0,29.0,8,-165004,467408,632412,68,0
1481,John McGinn,MID,Aston Villa,18,18,6,2022-23,3.5,0.3333333333333333,0.0,6.666666666666667,0.0,5.933333333333334,0.07140333333333333,0.14773666666666666,0.07633333333333334,1.1365,1.3333333333333333,0.0,3.800000000000001,66.66666666666667,0.0,0.0,0.0,0.0,0.0,64291.333333333336,0.6666666666666666,13.666666666666666,2.3333333333333335,-2516.0,919.6666666666666,3435.6666666666665,51.0,0.3333333333333333,0,0,10,0,17.2,0.21005,0.43905,0.229,2.7535,3,0,11.4,90,0,0,0,0,0,62443,1.0,41.0,2,-1904,2246,4150,51,0
1482,Thiago Emiliano da Silva,DEF,Chelsea,16,18,2,2022-23,5.0,0.0,0.0,18.0,0.3333333333333333,0.9333333333333332,0.004803333333333333,0.01617,0.011366666666666666,0.5190333333333333,0.6666666666666666,0.0,21.8,87.66666666666667,0.0,0.0,0.0,0.0,0.0,712273.0,0.3333333333333333,2.6666666666666665,3.3333333333333335,-16229.333333333334,44990.0,61219.333333333336,54.0,0.0,0,0,28,1,0.7,0.0075,0.0075,0.0,0.5281,0,0,19.4,90,0,0,0,0,0,720864,1.0,0.0,6,8167,101676,93509,54,0
1483,Illan Meslier,GK,Leeds,15,18,8,2022-23,5.5,0.0,0.0,16.666666666666668,0.0,0.0,0.00037666666666666664,0.00037666666666666664,0.0,2.0199666666666665,3.3333333333333335,0.0,30.333333333333332,90.0,0.0,0.0,0.0,0.0,3.6666666666666665,242754.66666666666,0.6666666666666666,0.0,1.6666666666666667,-20093.666666666668,8914.0,29007.666666666668,45.0,0.0,0,0,21,0,0.0,0.00065,0.00065,0.0,4.1993,3,0,42.4,90,0,0,0,0,6,199664,1.0,0.0,3,-58335,5845,64180,45,0
1484,Lukasz Fabianski,GK,West Ham,4,18,2,2022-23,1.5,0.0,0.6666666666666666,21.333333333333332,0.0,0.0,0.00022,0.00022,0.0,1.2932,2.3333333333333335,0.0,26.86666666666667,90.0,0.0,0.0,0.3333333333333333,0.0,3.6666666666666665,140157.0,0.6666666666666666,0.0,4.0,-7941.333333333333,9816.666666666666,17758.0,50.0,0.0,0,0,12,0,0.0,0.00039,0.00039,0.0,2.1036,3,0,13.6,90,0,0,0,0,2,138093,1.0,0.0,1,-4931,24039,28970,50,0
1485,Reece James,DEF,Chelsea,16,18,0,2022-23,0.0,0.0,0.0,2.0,0.0,0.9333333333333332,0.0041199999999999995,0.05992,0.055799999999999995,0.0111,0.0,0.0,3.266666666666668,17.333333333333332,0.0,0.0,0.0,0.0,0.0,1707468.6666666667,0.3333333333333333,9.0,0.3333333333333333,276737.0,407053.0,130316.0,58.333333333333336,0.0,0,0,6,0,2.8,0.01236,0.17976,0.1674,0.0333,0,0,9.8,52,0,0,0,0,0,2390744,1.0,27.0,1,1047059,1219571,172512,58,0
1486,Timothy Castagne,DEF,Leicester,12,18,1,2022-23,0.0,0.0,0.0,19.0,0.6666666666666666,18.166666666666668,0.007046666666666666,0.047946666666666665,0.0409,1.1008,1.0,0.0,21.399999999999995,90.0,0.0,0.0,0.0,0.0,0.0,940295.6666666666,0.6666666666666666,16.333333333333332,4.333333333333333,192729.0,314888.6666666667,122159.66666666667,46.666666666666664,0.0,0,0,12,0,13.1,0.01328,0.13598,0.1227,1.902,3,0,25.4,90,0,0,0,0,0,1172746,1.0,40.0,1,244213,567422,323209,47,0
1487,Callum Wilson,FWD,Newcastle,11,18,0,2022-23,0.0,0.0,0.0,0.3333333333333333,0.0,0.5666666666666668,0.00157,0.00157,0.0,0.013466666666666667,0.0,0.0,0.0,19.666666666666668,0.0,0.0,0.0,0.0,0.0,1171951.0,0.0,1.6666666666666667,0.6666666666666666,244253.66666666666,594193.0,349939.3333333333,74.66666666666667,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1025462,0.0,0.0,0,-55161,547959,603120,74,0
1488,Ilkay Gündogan,MID,Man City,8,18,1,2022-23,2.5,0.3333333333333333,0.0,9.0,0.0,17.299999999999997,0.11787999999999998,0.4215466666666667,0.3036666666666667,0.6239333333333333,1.3333333333333333,0.0,15.466666666666669,90.0,0.0,0.0,0.0,0.0,0.0,231196.66666666666,0.6666666666666666,24.333333333333332,3.0,-5556.333333333333,7178.333333333333,12734.666666666666,73.0,0.0,0,0,0,0,13.8,0.03217,0.50267,0.4705,0.5856,1,0,13.0,90,0,0,0,0,0,227540,1.0,40.0,2,-7202,10857,18059,73,0
1489,Ben Davies,DEF,Spurs,2,18,0,2022-23,1.0,0.0,0.0,1.0,0.0,0.03333333333333333,4.6666666666666665e-05,4.6666666666666665e-05,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,53453.666666666664,0.0,0.0,0.3333333333333333,14810.333333333334,27580.666666666668,12770.333333333334,43.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,474,0.0,0.0,0,-3,0,3,40,0
1490,Conor Coady,DEF,Everton,13,18,2,2022-23,0.0,0.0,0.0,8.666666666666666,0.0,5.566666666666667,0.03689666666666667,0.03689666666666667,0.0,0.8351666666666667,1.6666666666666667,0.0,8.266666666666667,60.0,0.0,0.0,0.0,0.0,0.0,678201.3333333334,0.3333333333333333,0.0,0.6666666666666666,-70490.0,56652.333333333336,127142.33333333333,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,488033,0.0,0.0,0,-287110,30815,317925,50,0
1491,Tyrone Mings,DEF,Aston Villa,18,18,5,2022-23,2.5,0.0,0.0,11.0,0.0,0.3,0.0021233333333333334,0.0021233333333333334,0.0,1.1365,1.6666666666666667,0.0,10.466666666666663,90.0,0.0,0.0,0.0,0.0,0.0,415647.3333333333,0.6666666666666666,0.0,1.0,-26932.0,28146.333333333332,55078.333333333336,43.0,0.6666666666666666,0,0,13,0,0.8,0.00576,0.00576,0.0,2.7535,3,0,8.8,90,0,0,0,0,0,383627,1.0,0.0,1,-47278,64298,111576,43,0
1492,José Malheiro de Sá,GK,Wolves,14,18,4,2022-23,3.5,0.0,0.0,15.666666666666666,0.0,0.0,0.0005733333333333334,0.0005733333333333334,0.0,1.1806666666666665,2.0,0.0,22.46666666666667,90.0,0.0,0.0,0.0,0.0,3.3333333333333335,661054.6666666666,0.6666666666666666,0.0,2.0,-55500.0,26603.666666666668,82103.66666666667,50.666666666666664,0.0,0,0,17,0,0.0,0.0001,0.0001,0.0,1.7338,1,0,25.4,90,0,0,0,0,4,587034,1.0,0.0,3,-91492,59890,151382,50,0
1493,Demarai Gray,MID,Everton,13,18,9,2022-23,4.0,0.0,0.0,11.333333333333334,0.0,21.766666666666666,0.036840000000000005,0.09477333333333333,0.05793333333333333,0.9124333333333334,2.0,0.0,6.2,71.33333333333333,0.0,0.0,0.0,0.0,0.0,70897.0,0.3333333333333333,12.666666666666666,1.6666666666666667,-4936.0,4492.0,9428.0,53.666666666666664,0.0,0,0,6,0,14.9,0.03668,0.07378,0.0371,0.2318,1,0,3.0,34,0,0,0,0,0,65874,0.0,1.0,1,-6988,7127,14115,53,0
1494,Jordan Pickford,GK,Everton,13,18,2,2022-23,0.5,0.0,0.0,16.666666666666668,0.0,0.0,0.00020333333333333333,0.00020333333333333333,0.0,1.0730333333333333,2.3333333333333335,0.0,30.400000000000002,90.0,0.0,0.0,0.0,0.0,4.333333333333333,657239.6666666666,0.6666666666666666,0.0,2.0,28615.666666666668,81703.0,53087.333333333336,45.0,0.0,0,0,14,0,0.0,0.0003,0.0003,0.0,0.7136,2,0,20.8,90,0,0,0,0,2,674744,1.0,0.0,1,5021,138428,133407,45,0
1495,Pascal Groß,MID,Brighton,1,18,6,2022-23,3.5,0.0,0.6666666666666666,17.0,0.0,8.033333333333333,0.06848666666666667,0.06848666666666667,0.0,1.1330666666666667,1.6666666666666667,0.3333333333333333,17.266666666666666,90.0,0.0,0.0,0.0,0.0,0.0,1460715.3333333333,0.6666666666666666,6.333333333333333,4.0,-58379.333333333336,106925.0,165304.33333333334,56.0,0.3333333333333333,0,0,10,0,12.6,0.12445,0.12445,0.0,1.914,1,0,11.0,90,0,0,0,0,0,1364867,1.0,0.0,2,-166280,171010,337290,56,0
1496,Douglas Luiz Soares de Paulo,MID,Aston Villa,18,18,11,2022-23,7.5,0.6666666666666666,0.3333333333333333,18.666666666666668,0.0,16.633333333333336,0.06563666666666666,0.06580333333333334,0.00016666666666666666,1.0294333333333332,1.6666666666666667,0.0,13.733333333333334,87.33333333333333,0.0,0.0,0.0,0.0,0.0,43113.666666666664,0.6666666666666666,1.3333333333333333,4.333333333333333,-1781.3333333333333,2599.6666666666665,4381.0,48.0,0.0,1,0,24,0,37.6,0.17131,0.17131,0.0,2.7535,3,0,31.4,90,0,0,0,0,0,42276,1.0,4.0,5,-1023,5666,6689,48,0
1497,Aaron Cresswell,DEF,West Ham,4,18,1,2022-23,1.0,0.0,0.0,12.666666666666666,0.0,26.366666666666664,0.07250333333333334,0.07250333333333334,0.0,1.2932,2.3333333333333335,0.0,13.133333333333335,90.0,0.0,0.0,0.0,0.0,0.0,254586.33333333334,0.6666666666666666,0.0,1.0,-33054.666666666664,18734.333333333332,51789.0,48.0,0.0,0,0,7,0,4.8,0.00897,0.00897,0.0,2.1036,3,0,9.8,90,0,0,0,0,0,177374,1.0,0.0,1,-110458,11886,122344,48,0
1498,Andrew Robertson,DEF,Liverpool,10,18,2,2022-23,6.0,1.0,1.3333333333333333,29.0,0.0,50.06666666666666,0.40684666666666663,0.40684666666666663,0.0,0.7842333333333333,1.0,0.0,34.93333333333334,88.33333333333333,0.0,0.0,0.0,0.0,0.0,492714.6666666667,0.6666666666666666,2.6666666666666665,6.333333333333333,50890.666666666664,126160.0,75269.33333333333,67.33333333333333,0.0,1,3,35,0,33.8,0.72349,0.72349,0.0,1.2996,1,0,34.4,90,0,0,0,0,0,592785,1.0,4.0,8,118203,309244,191041,68,0
1499,Harry Kane,FWD,Spurs,2,18,2,2022-23,5.0,0.3333333333333333,1.6666666666666667,31.333333333333332,0.0,13.4,0.018179999999999998,0.3344466666666667,0.3162666666666667,1.1200666666666665,2.3333333333333335,1.0,37.199999999999996,90.0,0.0,0.0,0.0,0.0,0.0,2897854.6666666665,0.6666666666666666,43.333333333333336,8.666666666666666,119470.33333333333,409451.3333333333,289981.0,116.0,0.0,0,1,25,0,4.3,0.01552,0.40322,0.3877,2.1526,2,1,36.4,90,0,0,0,0,0,3106845,1.0,52.0,7,260483,788060,527577,116,0
1500,Gabriel Fernando de Jesus,FWD,Arsenal,5,18,0,2022-23,0.0,0.0,0.0,3.6666666666666665,0.6666666666666666,11.033333333333331,0.04357,0.16757,0.124,0.16426666666666667,0.0,0.0,7.533333333333332,60.0,0.0,0.0,0.0,0.0,0.0,5653920.333333333,0.3333333333333333,35.0,1.3333333333333333,-731021.3333333334,166167.66666666666,897189.0,80.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,4183468,0.0,0.0,0,-2180978,52641,2233619,80,0
1501,Marc Guéhi,DEF,Crystal Palace,3,18,6,2022-23,3.0,0.0,0.0,8.666666666666666,0.0,1.3666666666666665,0.007833333333333333,0.007833333333333333,0.0,0.3618333333333333,0.6666666666666666,0.0,8.8,60.0,0.0,0.0,0.0,0.0,0.0,293852.3333333333,0.3333333333333333,0.6666666666666666,1.0,-83707.0,7388.333333333333,91095.33333333333,44.0,0.3333333333333333,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,130201,0.0,0.0,0,-245401,3090,248491,44,0
1502,Dan Burn,DEF,Newcastle,11,18,6,2022-23,6.0,0.0,0.0,19.0,0.6666666666666666,1.1333333333333333,0.0037299999999999994,0.02086333333333333,0.017133333333333334,0.27063333333333334,0.3333333333333333,0.0,16.666666666666668,90.0,0.0,0.0,0.0,0.0,0.0,199352.66666666666,0.6666666666666666,9.333333333333334,4.666666666666667,5114.0,29600.333333333332,24486.333333333332,45.0,0.0,0,0,24,1,1.1,0.0042,0.0042,0.0,0.5162,0,0,17.0,90,0,0,0,0,0,204223,1.0,6.0,6,4778,56157,51379,45,0
1503,Conor Gallagher,MID,Chelsea,16,18,0,2022-23,1.5,0.0,0.0,6.0,0.0,5.6000000000000005,0.013013333333333333,0.08321333333333333,0.0702,0.39429999999999993,0.3333333333333333,0.0,8.0,41.333333333333336,0.0,0.0,0.0,0.0,0.0,61373.333333333336,0.3333333333333333,12.333333333333334,1.0,-2674.0,2617.6666666666665,5291.666666666667,57.0,0.3333333333333333,0,0,5,0,0.0,0.0,0.1567,0.1567,0.1539,0,0,4.0,8,0,0,0,0,0,59303,0.0,20.0,1,-2166,5051,7217,57,0
1504,Joël Veltman,DEF,Brighton,1,18,0,2022-23,2.0,0.3333333333333333,0.0,10.666666666666666,0.0,7.633333333333333,0.009583333333333334,0.009583333333333334,0.0,0.6495666666666666,0.3333333333333333,0.0,14.800000000000002,40.666666666666664,0.0,0.0,0.0,0.0,0.0,353701.6666666667,0.3333333333333333,0.6666666666666666,2.3333333333333335,-43847.666666666664,11834.333333333334,55682.0,46.0,0.0,1,0,21,0,12.5,0.01142,0.01142,0.0,1.914,1,0,42.2,90,0,0,0,0,0,308671,1.0,2.0,5,-64590,27378,91968,46,0
1505,James Ward-Prowse,MID,Southampton,9,18,7,2022-23,6.0,0.3333333333333333,0.0,22.666666666666668,0.0,35.50000000000001,0.09248666666666666,0.4210866666666666,0.3286,0.8754666666666667,3.3333333333333335,0.3333333333333333,33.333333333333336,90.0,0.0,0.3333333333333333,0.0,0.0,0.0,520090.3333333333,0.6666666666666666,14.0,4.0,-33796.0,11536.0,45332.0,62.0,0.0,0,0,25,0,30.7,0.07472,1.06052,0.9858,0.6408,3,1,49.2,90,0,1,0,0,0,495822,1.0,35.0,5,-21611,29099,50710,62,0
1506,Jadon Sancho,MID,Man Utd,20,18,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394598.3333333333,0.0,0.0,0.0,-40088.0,1987.6666666666667,42075.666666666664,71.33333333333333,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,366605,0.0,0.0,0,-26208,2345,28553,71,0
1507,Mathias Jensen,MID,Brentford,19,18,1,2022-23,2.5,0.6666666666666666,0.0,10.333333333333334,0.0,11.93333333333333,0.036846666666666666,0.10964666666666667,0.07279999999999999,0.6301333333333333,1.0,0.0,8.6,80.33333333333333,0.0,0.0,0.0,0.0,0.0,153462.33333333334,0.6666666666666666,4.666666666666667,3.3333333333333335,-21836.666666666668,3711.6666666666665,25548.333333333332,48.0,0.6666666666666666,1,0,12,0,9.1,0.09433,0.30733,0.213,0.2826,1,0,0.0,66,0,0,0,0,0,136201,1.0,4.0,4,-20928,6877,27805,48,1
1508,Virgil van Dijk,DEF,Liverpool,10,18,2,2022-23,6.5,0.0,0.3333333333333333,20.0,0.0,0.7000000000000001,0.0020633333333333333,0.05749666666666667,0.055433333333333334,0.7842333333333333,1.0,0.3333333333333333,28.200000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1535446.6666666667,0.6666666666666666,14.333333333333334,4.333333333333333,-64458.0,61846.666666666664,126304.66666666667,65.0,0.0,0,1,32,0,0.4,0.00233,0.02683,0.0245,1.2996,1,1,56.2,90,0,0,0,0,0,1484806,1.0,17.0,9,-113890,98158,212048,65,0
1509,Dejan Kulusevski,MID,Spurs,2,18,0,2022-23,1.5,0.6666666666666666,0.0,14.0,0.0,30.03333333333333,0.31045,0.39775,0.0873,1.1200666666666665,1.6666666666666667,0.0,21.866666666666664,67.0,0.0,0.0,0.0,0.0,0.0,493783.6666666667,0.6666666666666666,28.666666666666668,3.6666666666666665,61817.333333333336,115877.0,54059.666666666664,80.0,0.0,0,0,14,0,28.3,0.05984,0.08684,0.027,2.1526,2,0,18.0,90,0,0,0,0,0,607246,1.0,25.0,2,123677,257133,133456,80,0
