,name,position,team,opponent_team,round,xP,season,minutes_lag_1,minutes_lag_2,bps_lag_1,minutes_lag_3,influence_lag_1,total_points_lag_1,selected_lag_1,selected_lag_2,selected_lag_3,threat_lag_1,bps_lag_2,influence_lag_2,creativity_lag_1,bps_lag_3,influence_lag_3,total_points_lag_2,threat_lag_2,total_points_lag_3,transfers_in_lag_2,creativity_lag_2,goals_conceded_lag_1,goals_conceded_lag_1.1,value_lag_2,value_lag_1,value_lag_3,threat_lag_3,creativity_lag_3,expected_goal_involvements_lag_1,transfers_in_lag_1,expected_goals_lag_1,transfers_in_lag_3,expected_goals_conceded_lag_1,goals_scored_lag_1,goals_scored_lag_1.1,expected_goal_involvements_lag_2,goals_conceded_lag_2,goals_conceded_lag_2.1,bonus_lag_1,goals_scored_lag_3,goals_scored_lag_3.1,expected_goals_lag_2,goals_conceded_lag_3,goals_conceded_lag_3.1,clean_sheets_lag_2.1,clean_sheets_lag_2,clean_sheets_lag_1,clean_sheets_lag_1.1,expected_assists_lag_1,expected_goal_involvements_lag_3,expected_assists_lag_2,expected_goals_lag_3,bonus_lag_3,goals_scored_lag_2.1,goals_scored_lag_2,transfers_out_lag_1,expected_goals_conceded_lag_2,bonus_lag_2,total_points
4590,Sean Longstaff,MID,Newcastle,4,30,2.5,2022-23,90,90,12,90,7.8,2,136328,136328,140644,6.0,13,5.0,4.8,12,10.4,3,14.0,2,2689,1.7,1,1,43,43,43,9.0,13.3,0.0,2689,0.0,5300,0.81,0,0,0.0,0,0,0,0,0,0.33,1,1,1,1,0,0,0.06,0.21,0.01,0.13,0,0,0,4828,0.43,0,1
4591,Granit Xhaka,MID,Arsenal,12,30,6.3,2022-23,85,90,34,90,42.2,9,280203,282313,286327,19.0,32,43.4,20.1,15,12.0,9,33.0,3,3280,16.7,1,1,49,49,49,23.0,15.7,0.0,5394,0.15,2599,0.78,1,1,0.46,1,1,2,0,0,0.4,0,0,0,0,0,0,0.25,0.19,0.06,0.13,0,1,1,8985,0.6,2,1
4592,Harvey Barnes,MID,Leicester,3,30,5.0,2022-23,90,90,23,90,40.8,7,263285,263285,203821,45.0,6,4.4,2.1,20,37.6,2,6.0,7,75083,2.4,2,2,67,67,67,27.0,13.5,0.0,75083,0.1,32586,1.03,1,1,0.0,2,2,0,1,1,0.0,1,1,0,0,0,0,0.04,0.67,0.02,0.65,0,0,0,11922,2.29,0,2
4593,Michail Antonio,FWD,West Ham,9,30,1.7,2022-23,62,25,5,0,2.2,2,152411,152411,158489,10.0,-1,0.2,0.4,0,0.0,1,16.0,0,425,0.6,3,3,70,70,70,0.0,0.0,0.0,425,0.21,786,2.46,0,0,0.0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.0,0.0,0.01,0.0,0,0,0,2706,0.16,0,2
4594,Mason Mount,MID,Chelsea,20,30,0.0,2022-23,0,0,0,0,0.0,0,409871,409871,413857,0.0,0,0.0,0.0,0,0.0,0,0.0,0,3831,0.0,0,0,72,72,72,0.0,0.0,0.0,3831,0.0,814,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,9238,0.0,0,0
4595,Raúl Jiménez,FWD,Wolves,6,30,0.7,2022-23,0,90,0,90,0.0,0,41546,46274,42129,0.0,5,12.2,0.0,7,8.2,2,60.0,2,4557,22.2,0,0,67,67,67,15.0,8.3,0.0,1382,0.0,2470,0.0,0,0,0.62,4,4,0,0,0,0.52,2,2,0,0,0,0,0.0,0.07,0.09,0.03,0,0,0,4922,1.47,0,0
4596,Kai Havertz,FWD,Chelsea,20,30,3.5,2022-23,90,90,-3,90,11.0,2,737197,737197,706835,68.0,7,13.2,22.9,31,42.6,2,60.0,8,126736,39.8,0,0,76,76,76,78.0,15.8,0.0,126736,1.01,265485,0.35,0,0,0.0,2,2,0,1,1,0.57,2,2,0,0,1,1,0.09,1.23,0.07,1.19,2,0,0,48603,0.81,0,2
4597,Danny Welbeck,FWD,Brighton,18,30,2.8,2022-23,17,82,5,78,5.4,1,111563,111563,119366,23.0,28,33.6,1.2,4,3.6,6,53.0,2,7902,12.9,0,0,65,65,65,9.0,4.8,0.0,7902,0.12,24697,0.06,0,0,0.0,3,3,0,0,0,0.78,0,0,0,0,0,0,0.01,0.04,0.08,0.03,0,1,1,4478,1.5,0,2
4598,Jorge Luiz Frello Filho,MID,Arsenal,12,30,0.7,2022-23,30,7,7,0,4.4,1,220892,221978,223109,0.0,2,0.6,1.7,0,0.0,1,0.0,0,1184,0.4,1,1,58,57,58,0.0,0.0,0.0,987,0.0,1973,0.51,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.05,0.0,0.0,0.0,0,0,0,2598,0.18,0,0
4599,Timo Werner,FWD,Chelsea,20,30,0.0,2022-23,0,0,0,0,0.0,0,18340,18340,18361,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,79,79,79,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,19,0.0,0,0
4600,Oleksandr Zinchenko,DEF,Arsenal,12,30,1.7,2022-23,85,64,9,71,10.8,2,1593785,1744099,1613925,2.0,13,14.2,9.6,27,7.6,2,2.0,6,105828,4.8,1,1,52,52,52,0.0,12.2,0.0,59592,0.05,107244,0.78,0,0,0.06,1,1,0,0,0,0.03,0,0,0,0,0,0,0.03,0.01,0.03,0.0,0,0,0,157095,0.26,0,1
4601,Daniel Castelo Podence,MID,Wolves,6,30,4.3,2022-23,45,56,22,68,34.2,9,77779,83548,80125,18.0,1,8.6,3.0,2,3.6,1,43.0,1,2811,30.2,0,0,52,52,52,1.0,12.3,0.0,249,0.15,192,0.72,1,1,0.43,2,2,3,0,0,0.21,1,1,0,0,0,0,0.01,0.05,0.21,0.03,0,0,0,3930,0.83,0,3
4602,Michael Olise,MID,Crystal Palace,11,30,5.0,2022-23,90,81,11,69,15.6,2,43035,51407,54602,14.0,10,6.8,46.8,6,9.0,2,7.0,2,2642,7.4,1,1,54,54,54,25.0,16.6,0.0,1373,0.2,8723,0.22,0,0,0.21,4,4,0,0,0,0.13,1,1,0,0,0,0,0.17,0.66,0.08,0.59,0,0,0,9371,1.42,0,14
4603,Ollie Watkins,FWD,Aston Villa,16,30,7.2,2022-23,90,90,32,90,47.4,9,1856828,1856828,1838422,59.0,29,37.6,3.6,16,29.6,8,15.0,5,253473,2.3,1,1,75,75,74,62.0,21.3,0.0,253473,0.51,712899,0.48,1,1,0.0,0,0,3,0,0,0.66,0,0,1,1,0,0,0.02,0.52,0.02,0.48,0,1,1,78478,2.09,2,7
4604,Leandro Trossard,MID,Arsenal,12,30,3.7,2022-23,90,64,23,76,23.4,5,933537,1008584,782502,6.0,19,22.4,44.5,46,57.8,5,4.0,15,177430,44.5,1,1,66,67,66,15.0,44.9,0.0,45799,0.0,1715,0.78,0,0,0.5,1,1,0,0,0,0.03,0,0,0,0,0,0,0.73,0.72,0.46,0.22,3,0,0,57901,0.26,0,1
4605,Jacob Murphy,MID,Newcastle,4,30,3.3,2022-23,63,67,17,83,23.8,5,259425,259425,262687,27.0,6,9.2,17.6,16,14.0,3,7.0,2,9004,36.5,1,1,41,41,41,15.0,65.7,0.0,9004,0.3,6092,0.78,0,0,0.0,0,0,0,0,0,0.04,1,1,1,1,0,0,0.52,0.54,0.21,0.18,0,0,0,5785,0.17,0,1
4606,Jamie Vardy,FWD,Leicester,3,30,1.5,2022-23,75,0,5,24,0.0,2,227915,227915,224686,4.0,0,0.0,3.3,3,0.0,0,0.0,1,5736,0.0,1,1,91,91,91,2.0,0.0,0.0,5736,0.05,3983,0.78,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,3156,0.0,0,1
4607,Jacob Ramsey,MID,Aston Villa,16,30,5.8,2022-23,78,90,2,90,0.0,2,74741,74741,73555,9.0,22,40.2,11.3,33,40.8,6,6.0,9,3996,12.9,1,1,52,52,52,34.0,25.8,0.0,3996,0.15,3819,0.48,0,0,0.0,0,0,0,1,1,0.0,0,0,1,1,0,0,0.01,0.68,0.02,0.61,1,0,0,1857,2.09,0,6
4608,Allan Saint-Maximin,MID,Newcastle,4,30,3.5,2022-23,63,67,26,45,29.2,5,390184,390184,408233,24.0,25,32.0,26.1,3,0.6,6,25.0,1,14479,62.9,1,1,61,61,61,2.0,0.8,0.0,14479,0.09,42477,0.78,0,0,0.0,0,0,0,0,0,0.06,1,1,1,1,0,0,0.32,0.01,0.45,0.0,0,0,0,18158,0.17,0,0
4609,Pedro Lomba Neto,MID,Wolves,6,30,1.7,2022-23,9,45,12,45,2.2,4,185057,186197,185242,2.0,8,6.4,0.0,2,5.4,1,9.0,1,748,24.9,0,0,49,49,49,9.0,8.0,0.0,236,0.02,150,0.04,0,0,0.23,1,1,0,0,0,0.2,1,1,0,0,0,0,0.0,0.15,0.03,0.11,0,0,0,806,0.33,0,0
4610,Emile Smith Rowe,MID,Arsenal,12,30,0.7,2022-23,5,7,3,0,0.2,1,40930,40845,40804,0.0,3,0.4,0.0,0,0.0,1,0.0,0,208,0.3,0,0,56,56,56,0.0,0.0,0.0,253,0.0,736,0.0,0,0,0.01,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.01,0.0,0,0,0,332,0.18,0,0
4611,Rico Henry,DEF,Brentford,15,30,2.7,2022-23,90,90,12,90,10.6,2,451631,451631,477474,2.0,1,5.6,1.6,15,14.0,1,2.0,2,14035,0.8,1,1,46,46,45,6.0,38.4,0.0,14035,0.0,33677,1.1,0,0,0.0,3,3,0,0,0,0.0,1,1,0,0,0,0,0.02,0.15,0.01,0.09,0,0,0,41407,4.45,0,5
4612,Joel Ward,DEF,Crystal Palace,11,30,0.8,2022-23,90,90,10,0,9.2,2,26134,26402,26747,4.0,19,23.2,3.3,0,0.0,0,2.0,0,144,11.4,1,1,44,44,44,0.0,0.0,0.0,152,0.05,267,0.22,0,0,0.01,4,4,0,0,0,0.0,0,0,0,0,0,0,0.01,0.0,0.01,0.0,0,0,0,494,1.47,0,1
4613,Kelechi Iheanacho,FWD,Leicester,3,30,1.3,2022-23,0,18,0,1,0.0,0,175392,175392,184706,0.0,3,0.0,0.0,2,0.0,1,0.0,1,14182,0.0,0,0,61,61,61,0.0,0.0,0.0,14182,0.0,20148,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,28197,1.13,0,1
4614,Michael Keane,DEF,Everton,14,30,4.0,2022-23,90,90,22,90,40.4,10,34525,34384,33512,32.0,13,23.6,0.8,19,10.6,1,9.0,6,1010,0.7,1,1,42,42,42,25.0,0.3,0.0,1006,0.15,1091,1.48,1,1,0.43,2,2,2,0,0,0.43,0,0,0,0,0,0,0.01,0.23,0.01,0.23,0,0,0,593,2.37,0,1
4615,Yoane Wissa,MID,Brentford,15,30,1.7,2022-23,15,11,3,60,0.4,1,30516,30516,36383,2.0,3,3.0,0.5,11,6.8,1,0.0,2,1466,0.0,0,0,53,53,53,9.0,2.5,0.0,1466,0.0,6491,0.19,0,0,0.0,1,1,0,0,0,0.0,1,1,0,0,0,0,0.01,0.09,0.0,0.02,0,0,0,5038,1.24,0,1
4616,Pierre-Emerick Aubameyang,FWD,Chelsea,20,30,0.2,2022-23,0,0,0,0,0.0,0,75732,75732,75187,0.0,0,0.0,0.0,0,0.0,0,0.0,0,817,0.0,0,0,84,84,84,0.0,0.0,0.0,817,0.0,65,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,974,0.0,0,1
4617,Sam Johnstone,GK,Crystal Palace,11,30,1.0,2022-23,0,0,0,0,0.0,0,11810,11885,11988,0.0,0,0.0,0.0,0,0.0,0,0.0,0,43,0.0,0,0,44,44,44,0.0,0.0,0.0,32,0.0,19,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,135,0.0,0,4
4618,Kasper Schmeichel,GK,Leicester,3,30,0.0,2022-23,0,0,0,0,0.0,0,12865,12865,12889,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,50,50,50,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,24,0.0,0,0
4619,Adam Webster,DEF,Brighton,18,30,2.8,2022-23,90,0,30,1,23.0,9,51730,51730,54153,0.0,0,0.0,12.1,3,0.0,0,0.0,1,2031,0.0,0,0,45,45,45,0.0,0.3,0.0,2031,0.0,9112,1.92,0,0,0.0,0,0,3,0,0,0.0,0,0,0,0,1,1,0.01,0.0,0.0,0.0,0,0,0,1422,0.0,0,1
4620,James Tarkowski,DEF,Everton,14,30,2.3,2022-23,90,90,10,90,15.2,2,491904,570391,642471,13.0,20,60.6,12.5,28,24.2,4,9.0,8,13158,10.1,1,1,43,42,43,6.0,0.3,0.0,12394,0.09,7528,1.48,0,0,0.04,2,2,0,0,0,0.04,0,0,0,0,0,0,0.07,0.0,0.0,0.0,2,0,0,110849,2.37,0,1
4621,Dominic Calvert-Lewin,FWD,Everton,14,30,0.0,2022-23,0,0,0,0,0.0,0,31273,31539,31893,0.0,0,0.0,0.0,0,0.0,0,0.0,0,84,0.0,0,0,79,79,79,0.0,0.0,0.0,115,0.0,169,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,419,0.0,0,0
4622,Eric Dier,DEF,Spurs,5,30,1.7,2022-23,90,90,14,90,25.8,2,712583,788784,723394,0.0,13,13.8,1.1,9,10.2,1,6.0,1,53144,0.8,1,1,51,51,51,0.0,0.3,0.0,7613,0.0,17071,0.88,0,0,0.12,3,3,0,0,0,0.11,1,1,0,0,0,0,0.02,0.01,0.01,0.0,0,0,0,51313,2.4,0,2
4623,Neal Maupay,FWD,Everton,14,30,0.3,2022-23,0,0,0,4,0.0,0,60603,66266,72482,0.0,0,0.0,0.0,3,0.2,0,0.0,1,667,0.0,0,0,58,57,59,0.0,0.8,0.0,599,0.0,1630,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7192,0.0,0,1
4624,Gabriel Martinelli Silva,MID,Arsenal,12,30,8.3,2022-23,90,82,24,76,31.2,5,4215783,4429329,4134310,62.0,25,34.6,33.2,21,38.4,7,23.0,8,266540,4.3,1,1,66,66,65,80.0,12.6,0.0,118787,0.38,185821,0.78,0,0,0.15,1,1,0,1,1,0.11,0,0,0,0,0,0,0.4,1.15,0.04,1.04,0,1,1,242002,0.42,0,13
4625,John McGinn,MID,Aston Villa,16,30,3.8,2022-23,90,90,11,90,5.2,2,62300,62300,70063,2.0,26,43.2,6.0,14,10.4,8,11.0,2,783,14.0,1,1,51,51,51,4.0,39.0,0.0,783,0.05,9411,0.48,0,0,0.0,0,0,0,0,0,0.11,0,0,1,1,0,0,0.04,0.1,0.16,0.0,0,1,1,3803,2.09,0,3
4626,Thiago Emiliano da Silva,DEF,Chelsea,20,30,0.0,2022-23,0,0,0,0,0.0,0,631871,631871,658286,0.0,0,0.0,0.0,0,0.0,0,0.0,0,157,0.0,0,0,54,54,54,0.0,0.0,0.0,157,0.0,173,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,29525,0.0,0,0
4627,Abdoulaye Doucouré,MID,Everton,14,30,0.0,2022-23,57,90,-10,90,0.2,-2,14403,9079,8573,4.0,37,62.6,13.7,11,18.4,13,35.0,5,705,21.3,1,1,53,53,53,2.0,12.0,0.0,6139,0.17,685,2.42,0,0,0.51,2,2,0,0,0,0.5,0,0,0,0,0,0,0.06,0.01,0.01,0.0,0,1,1,1076,2.37,3,0
4628,Illan Meslier,GK,Leeds,7,30,1.0,2022-23,90,90,8,90,2.2,2,218541,218541,214829,0.0,10,11.2,0.0,18,52.8,0,0.0,2,7224,0.0,1,1,45,45,45,0.0,0.0,0.0,7224,0.0,3982,0.79,0,0,0.0,4,4,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4069,3.41,0,0
4629,Sergio Reguilón,DEF,Spurs,5,30,0.0,2022-23,0,0,0,0,0.0,0,34789,34879,34973,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,42,42,42,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,95,0.0,0,0
4630,Lukasz Fabianski,GK,West Ham,9,30,5.3,2022-23,90,90,9,0,8.2,0,113939,113939,120397,0.0,27,21.0,0.0,0,0.0,8,0.0,0,1409,0.0,5,5,49,49,50,0.0,0.0,0.0,1409,0.0,100,3.12,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,3826,0.39,1,8
4631,Reece James,DEF,Chelsea,20,30,3.0,2022-23,90,90,25,90,11.8,6,1356876,1356876,1361304,3.0,28,25.8,12.6,26,22.4,1,4.0,3,29893,32.4,0,0,58,58,58,15.0,38.6,0.0,29893,0.02,17948,0.35,0,0,0.0,2,2,0,0,0,0.04,2,2,0,0,1,1,0.02,0.58,0.14,0.11,0,0,0,27198,0.81,0,2
4632,Luke Shaw,DEF,Man Utd,8,30,0.0,2022-23,36,90,3,90,0.0,0,2724120,2724120,2343312,5.0,16,14.4,3.5,23,27.2,1,0.0,5,541377,30.0,0,0,52,52,52,8.0,55.5,0.0,541377,0.04,68089,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.03,0.26,0.08,0.13,0,0,0,21613,3.57,0,0
4633,Timothy Castagne,DEF,Leicester,3,30,3.0,2022-23,90,90,8,90,8.6,0,709422,709422,666883,0.0,24,40.0,1.8,15,25.6,6,5.0,2,60680,12.2,2,2,44,44,44,7.0,1.7,0.0,60680,0.0,34430,1.03,0,0,0.0,2,2,0,0,0,0.06,1,1,0,0,0,0,0.01,0.06,0.01,0.05,0,0,0,28720,2.29,2,2
4634,Richarlison de Andrade,FWD,Spurs,5,30,0.1,2022-23,0,4,0,83,0.0,0,87247,104152,84576,0.0,3,0.0,0.0,31,28.8,1,0.0,9,15417,0.1,0,0,84,84,84,15.0,29.4,0.0,370,0.0,1761,0.0,0,0,0.0,0,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0.32,0.0,0.13,1,0,0,12206,0.46,0,0
4635,Callum Wilson,FWD,Newcastle,4,30,6.3,2022-23,63,10,51,0,63.2,13,307654,307654,318755,54.0,26,33.2,0.7,0,0.0,6,33.0,0,12372,0.3,1,1,69,69,69,0.0,0.0,0.0,12372,1.01,16364,0.78,2,2,0.0,0,0,3,0,0,0.28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,23532,0.17,1,4
4636,Kieran Tierney,DEF,Arsenal,12,30,2.0,2022-23,5,25,1,18,0.2,1,78564,78917,79415,0.0,14,17.8,0.3,6,5.2,4,2.0,1,160,10.7,0,0,46,46,46,0.0,0.8,0.0,256,0.0,200,0.0,0,0,0.07,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.07,0.0,0,0,0,769,0.34,0,1
4637,Ilkay Gündogan,MID,Man City,17,30,6.0,2022-23,90,90,30,90,38.6,7,228983,228826,235358,31.0,20,7.2,16.7,12,2.6,6,8.0,3,2571,26.0,1,1,73,73,73,7.0,4.7,0.0,6951,0.45,5170,0.33,1,1,0.05,0,0,0,0,0,0.0,0,0,1,1,0,0,0.09,0.46,0.05,0.41,0,0,0,4467,0.17,0,2
4638,Patrick Bamford,FWD,Leeds,7,30,2.5,2022-23,90,5,-4,66,3.0,2,60743,60743,56595,30.0,-1,0.0,2.6,9,5.0,0,2.0,2,7987,0.0,1,1,71,71,71,3.0,15.0,0.0,7987,0.67,8039,0.69,0,0,0.0,0,0,0,0,0,0.0,1,1,0,0,0,0,0.04,0.13,0.0,0.06,0,0,0,3279,0.0,0,6
4639,Ben Davies,DEF,Spurs,5,30,0.0,2022-23,0,0,0,0,0.0,0,451,178093,451,0.0,0,0.0,0.0,0,0.0,0,0.0,0,766,0.0,0,0,48,40,40,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0
4640,Conor Coady,DEF,Everton,14,30,0.0,2022-23,0,0,0,0,0.0,0,401024,422586,445363,0.0,0,0.0,0.0,0,0.0,0,0.0,0,2495,0.0,0,0,49,48,49,0.0,0.0,0.0,1629,0.0,2987,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,25366,0.0,0,0
4641,Tyrone Mings,DEF,Aston Villa,16,30,7.0,2022-23,90,90,16,90,24.2,2,680518,680518,549412,0.0,29,25.6,3.3,41,46.0,8,0.0,12,158856,0.0,1,1,44,44,43,27.0,21.3,0.0,158856,0.0,71128,0.48,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.02,0.27,0.0,0.27,3,0,0,16871,2.09,2,6
4642,José Malheiro de Sá,GK,Wolves,6,30,4.0,2022-23,90,90,21,90,42.8,6,606734,650132,609647,0.0,8,5.0,0.0,22,42.6,0,0.0,3,25037,0.0,1,1,50,50,50,0.0,0.0,0.0,8515,0.0,11614,1.26,0,0,0.0,4,4,2,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,26418,1.47,0,6
4643,Demarai Gray,MID,Everton,14,30,2.0,2022-23,76,90,8,85,8.0,2,66415,71056,71665,33.0,9,8.6,27.7,9,16.6,2,4.0,3,2325,39.9,1,1,53,53,53,36.0,20.9,0.0,1130,0.09,3995,1.34,0,0,0.38,2,2,0,0,0,0.03,0,0,0,0,0,0,0.07,0.32,0.35,0.22,0,0,0,4942,2.37,0,2
4644,Aaron Wan-Bissaka,DEF,Man Utd,8,30,2.0,2022-23,0,0,0,90,0.0,0,71513,71513,75946,0.0,0,0.0,0.0,23,20.2,0,0.0,6,4050,0.0,0,0,43,43,43,6.0,0.9,0.0,4050,0.0,1819,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.03,0.0,0.03,0,0,0,3107,0.0,0,6
4645,Jordan Pickford,GK,Everton,14,30,2.7,2022-23,90,90,7,90,3.0,2,633182,649214,662579,0.0,18,37.4,0.0,26,16.6,2,0.0,8,6496,0.0,1,1,44,44,44,0.0,0.0,0.0,6200,0.0,6362,1.48,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.02,0.01,0.0,0.0,1,0,0,27070,2.37,0,4
4646,Pascal Groß,MID,Brighton,18,30,2.8,2022-23,90,90,25,90,28.4,6,1056199,1056199,1100809,24.0,7,27.4,31.3,16,19.6,1,27.0,3,40646,89.3,0,0,54,54,54,4.0,38.3,0.0,40646,0.26,63101,1.92,0,0,0.0,3,3,0,0,0,0.5,0,0,0,0,1,1,0.13,0.56,0.61,0.0,0,0,0,21191,1.5,0,1
4647,Christian Nørgaard,MID,Brentford,15,30,2.3,2022-23,74,90,4,90,1.6,1,32190,32190,41095,6.0,6,10.0,1.7,17,27.8,2,0.0,1,1666,0.8,1,1,53,53,53,10.0,2.9,0.0,1666,0.03,11857,0.91,0,0,0.0,3,3,0,0,0,0.0,1,1,0,0,0,0,0.01,0.03,0.01,0.0,0,0,0,5700,4.45,0,2
4648,Jeffrey Schlupp,MID,Crystal Palace,11,30,4.2,2022-23,80,81,7,79,11.0,2,12336,12485,12597,10.0,28,40.8,53.3,6,1.8,8,35.0,2,147,22.0,1,1,47,47,47,5.0,1.7,0.0,324,0.0,358,0.22,0,0,0.22,4,4,0,0,0,0.17,1,1,0,0,0,0,0.19,0.04,0.05,0.03,0,1,1,469,1.42,1,5
4649,Douglas Luiz Soares de Paulo,MID,Aston Villa,16,30,5.5,2022-23,90,86,10,90,10.6,2,56662,56662,50954,11.0,18,5.2,17.8,41,53.8,6,0.0,11,8571,0.8,1,1,48,48,48,57.0,31.3,0.0,8571,0.07,3764,0.48,0,0,0.0,0,0,0,1,1,0.0,0,0,1,1,0,0,0.05,1.14,0.01,0.85,3,0,0,2583,2.04,0,3
4650,Jordan Ayew,MID,Crystal Palace,11,30,4.8,2022-23,45,25,15,20,24.8,4,24265,24731,25002,12.0,3,1.2,29.0,-1,3.6,1,5.0,0,170,2.7,1,1,53,52,53,0.0,0.9,0.0,147,0.03,440,0.22,0,0,0.04,1,1,0,0,0,0.04,0,0,0,0,0,0,0.54,0.0,0.0,0.0,0,0,0,643,0.4,0,14
4651,Aaron Cresswell,DEF,West Ham,9,30,3.0,2022-23,0,2,0,0,0.0,0,149469,149469,147846,0.0,3,1.0,0.0,0,0.0,1,0.0,0,6024,0.0,0,0,47,47,47,0.0,0.0,0.0,6024,0.0,720,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2348,0.0,0,8
4652,Andrew Robertson,DEF,Liverpool,1,30,0.7,2022-23,24,69,3,90,5.4,1,688989,688989,777493,0.0,10,9.8,0.7,19,12.6,1,4.0,2,34439,0.6,0,0,68,68,68,21.0,26.4,0.0,34439,0.0,45075,0.1,0,0,0.0,3,3,0,0,0,0.0,1,1,0,0,0,0,0.0,0.49,0.0,0.04,0,0,0,22923,2.28,0,0
4653,Marcos Alonso,DEF,Chelsea,20,30,0.0,2022-23,0,0,0,0,0.0,0,75034,75034,75160,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,53,53,53,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,125,0.0,0,0
4654,Nélson Cabral Semedo,DEF,Wolves,6,30,3.0,2022-23,90,56,7,90,24.2,1,61555,77669,70628,4.0,-4,0.0,3.9,9,22.4,-1,9.0,0,5462,2.3,1,1,50,50,50,4.0,2.6,0.0,758,0.0,1920,1.26,0,0,0.28,2,2,0,0,0,0.25,2,2,0,0,0,0,0.01,0.01,0.03,0.0,0,0,0,11979,0.83,0,9
4655,Harry Kane,FWD,Spurs,5,30,7.3,2022-23,90,90,22,90,33.6,7,4491151,4868165,4211196,30.0,27,32.2,1.3,56,71.8,6,46.0,13,507772,2.8,1,1,118,118,117,64.0,10.9,0.0,107205,1.28,97685,0.88,1,1,0.84,3,3,2,2,2,0.77,1,1,0,0,0,0,0.01,1.19,0.07,1.05,3,1,1,291742,2.4,0,9
4656,Gabriel Fernando de Jesus,FWD,Arsenal,12,30,6.7,2022-23,59,25,45,13,70.6,12,2858114,2852296,2814464,55.0,0,0.0,14.3,3,6.4,1,9.0,1,38616,1.8,0,0,79,79,79,17.0,1.1,0.0,29851,1.75,3107,0.27,2,2,0.21,0,0,3,0,0,0.2,0,0,0,0,0,0,0.03,0.14,0.01,0.12,0,0,0,18985,0.34,0,7
4657,Stuart Dallas,DEF,Leeds,7,30,0.0,2022-23,0,0,0,0,0.0,0,1376,1376,1329,0.0,0,0.0,0.0,0,0.0,0,0.0,0,79,0.0,0,0,49,49,49,0.0,0.0,0.0,79,0.0,37,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,41,0.0,0,0
